"Period","Year","Month","Product","Origin","Destination / PADD","Mode of Transportation","Volume (m3)","Volume (bbl)","Value (CN$)","Value (US$)","Price (CN cents/L)","Price (US cents/gallon)"
"01/01/1990","1990","January","Butane","Alberta","PADD II","Total","995.000000","6258.351000","131571.500000","112323.796440","13.223266","42.732711"
"01/01/1990","1990","January","Butane","Alberta","PADD II","Railway","995.000000","6258.351000","131571.500000","112323.796440","13.223266","42.732711"
"01/01/1990","1990","January","Butane","Alberta","PADD IV","Railway","837.000000","5264.562600","94630.000000","80786.499020","11.305854","36.536344"
"01/01/1990","1990","January","Butane","Alberta","PADD IV","Pipeline","7004.000000","44053.759200","973556.000000","831133.687620","13.900000","44.919665"
"01/01/1990","1990","January","Butane","Alberta","PADD IV","Total","7841.000000","49318.321800","1068186.000000","911920.186640","13.623083","44.024774"
"01/01/1990","1990","January","Butane","Alberta","PADD V","Railway","20311.300000","127754.014740","2429295.310000","2073911.690020","11.960314","38.651315"
"01/01/1990","1990","January","Butane","Alberta","PADD V","Truck","30.000000","188.694000","3606.000000","3078.475270","12.020000","38.844200"
"01/01/1990","1990","January","Butane","Alberta","PADD V","Total","20341.300000","127942.708740","2432901.310000","2076990.165290","11.960402","38.651603"
"01/01/1990","1990","January","Butane","Alberta","Total","Pipeline","7004.000000","44053.759200","973556.000000","831133.687620","13.900000","44.919665"
"01/01/1990","1990","January","Butane","Alberta","Total","Railway","22143.300000","139276.928340","2655496.810000","2267021.985480","11.992326","38.754770"
"01/01/1990","1990","January","Butane","Alberta","Total","Truck","30.000000","188.694000","3606.000000","3078.475270","12.020000","38.844200"
"01/01/1990","1990","January","Butane","Alberta","Total","Total","29177.300000","183519.381540","3632658.810000","3101234.148370","12.450291","40.234740"
"01/01/1990","1990","January","Butane","British Columbia","PADD II","Railway","1448.000000","9107.630400","157832.000000","134742.626190","10.900000","35.224771"
"01/01/1990","1990","January","Butane","British Columbia","PADD II","Total","1448.000000","9107.630400","157832.000000","134742.626190","10.900000","35.224771"
"01/01/1990","1990","January","Butane","British Columbia","PADD V","Railway","29661.800000","186566.789640","3801054.680000","3244995.247290","12.814646","41.412200"
"01/01/1990","1990","January","Butane","British Columbia","PADD V","Truck","436.700000","2746.755660","14498.440000","12377.451220","3.320000","10.729012"
"01/01/1990","1990","January","Butane","British Columbia","PADD V","Total","30098.500000","189313.545300","3815553.120000","3257372.698510","12.676887","40.967018"
"01/01/1990","1990","January","Butane","British Columbia","Total","Truck","436.700000","2746.755660","14498.440000","12377.451220","3.320000","10.729012"
"01/01/1990","1990","January","Butane","British Columbia","Total","Railway","31109.800000","195674.420040","3958886.680000","3379737.873480","12.725529","41.124211"
"01/01/1990","1990","January","Butane","British Columbia","Total","Total","31546.500000","198421.175700","3973385.120000","3392115.324700","12.595327","40.703445"
"01/01/1990","1990","January","Butane","Manitoba","PADD II","Total","20627.000000","129739.704600","2829703.100000","2415743.493280","13.718442","44.332939"
"01/01/1990","1990","January","Butane","Manitoba","PADD II","Railway","20627.000000","129739.704600","2829703.100000","2415743.493280","13.718442","44.332939"
"01/01/1990","1990","January","Butane","Manitoba","Total","Total","20627.000000","129739.704600","2829703.100000","2415743.493280","13.718442","44.332939"
"01/01/1990","1990","January","Butane","Manitoba","Total","Railway","20627.000000","129739.704600","2829703.100000","2415743.493280","13.718442","44.332939"
"01/01/1990","1990","January","Butane","Ontario","PADD I","Railway","41448.200000","260700.888360","6617908.460000","5649769.158280","15.966696","51.598466"
"01/01/1990","1990","January","Butane","Ontario","PADD I","Total","41448.200000","260700.888360","6617908.460000","5649769.158280","15.966696","51.598466"
"01/01/1990","1990","January","Butane","Ontario","PADD II","Pipeline","33331.000000","209645.323800","5004179.600000","4272114.027790","15.013589","48.518377"
"01/01/1990","1990","January","Butane","Ontario","PADD II","Railway","108417.800000","681926.278440","16394260.310000","13995930.410950","15.121373","48.866694"
"01/01/1990","1990","January","Butane","Ontario","PADD II","Truck","4650.000000","29247.570000","744465.000000","635556.599460","16.010000","51.738404"
"01/01/1990","1990","January","Butane","Ontario","PADD II","Total","146398.800000","920819.172240","22142904.910000","18903601.038200","15.125059","48.878603"
"01/01/1990","1990","January","Butane","Ontario","Total","Total","187847.000000","1181520.060600","28760813.370000","24553370.196480","15.310765","49.478736"
"01/01/1990","1990","January","Butane","Ontario","Total","Pipeline","33331.000000","209645.323800","5004179.600000","4272114.027790","15.013589","48.518377"
"01/01/1990","1990","January","Butane","Ontario","Total","Railway","149866.000000","942627.166800","23012168.770000","19645699.569230","15.355163","49.622214"
"01/01/1990","1990","January","Butane","Ontario","Total","Truck","4650.000000","29247.570000","744465.000000","635556.599460","16.010000","51.738404"
"01/01/1990","1990","January","Butane","Québec","PADD I","Total","2829.000000","17793.844200","446982.000000","381592.633560","15.800000","51.059762"
"01/01/1990","1990","January","Butane","Québec","PADD I","Railway","2829.000000","17793.844200","446982.000000","381592.633560","15.800000","51.059762"
"01/01/1990","1990","January","Butane","Québec","Total","Total","2829.000000","17793.844200","446982.000000","381592.633560","15.800000","51.059762"
"01/01/1990","1990","January","Butane","Québec","Total","Railway","2829.000000","17793.844200","446982.000000","381592.633560","15.800000","51.059762"
"01/01/1990","1990","January","Butane","Saskatchewan","PADD II","Total","17293.000000","108769.511400","1807222.100000","1542842.084390","10.450599","33.772476"
"01/01/1990","1990","January","Butane","Saskatchewan","PADD II","Railway","16544.000000","104058.451200","1717267.200000","1466046.761110","10.380000","33.544326"
"01/01/1990","1990","January","Butane","Saskatchewan","PADD II","Truck","749.000000","4711.060200","89954.900000","76795.323280","12.010000","38.811884"
"01/01/1990","1990","January","Butane","Saskatchewan","PADD IV","Railway","1828.000000","11497.754400","176227.000000","150446.606400","9.640426","31.154296"
"01/01/1990","1990","January","Butane","Saskatchewan","PADD IV","Total","1828.000000","11497.754400","176227.000000","150446.606400","9.640426","31.154296"
"01/01/1990","1990","January","Butane","Saskatchewan","PADD V","Total","246.000000","1547.290800","26395.800000","22534.336580","10.730000","34.675396"
"01/01/1990","1990","January","Butane","Saskatchewan","PADD V","Railway","246.000000","1547.290800","26395.800000","22534.336580","10.730000","34.675396"
"01/01/1990","1990","January","Butane","Saskatchewan","Total","Truck","749.000000","4711.060200","89954.900000","76795.323280","12.010000","38.811884"
"01/01/1990","1990","January","Butane","Saskatchewan","Total","Total","19367.000000","121814.556600","2009844.900000","1715823.027370","10.377678","33.536819"
"01/01/1990","1990","January","Butane","Saskatchewan","Total","Railway","18618.000000","117103.496400","1919890.000000","1639027.704090","10.312009","33.324606"
"01/01/1990","1990","January","Butane","Total","PADD I","Railway","44277.200000","278494.732560","7064890.460000","6031361.791840","15.956046","51.564045"
"01/01/1990","1990","January","Butane","Total","PADD I","Total","44277.200000","278494.732560","7064890.460000","6031361.791840","15.956046","51.564045"
"01/01/1990","1990","January","Butane","Total","PADD II","Pipeline","33331.000000","209645.323800","5004179.600000","4272114.027790","15.013589","48.518377"
"01/01/1990","1990","January","Butane","Total","PADD II","Railway","148031.800000","931090.415640","21230634.110000","18124787.087970","14.341941","46.347855"
"01/01/1990","1990","January","Butane","Total","PADD II","Truck","5399.000000","33958.630200","834419.900000","712351.922740","15.455082","49.945116"
"01/01/1990","1990","January","Butane","Total","PADD II","Total","186761.800000","1174694.369640","27069233.610000","23109253.038500","14.493988","46.839215"
"01/01/1990","1990","January","Butane","Total","PADD IV","Pipeline","7004.000000","44053.759200","973556.000000","831133.687620","13.900000","44.919665"
"01/01/1990","1990","January","Butane","Total","PADD IV","Railway","2665.000000","16762.317000","270857.000000","231233.105420","10.163489","32.844644"
"01/01/1990","1990","January","Butane","Total","PADD IV","Total","9669.000000","60816.076200","1244413.000000","1062366.793040","12.870131","41.591511"
"01/01/1990","1990","January","Butane","Total","PADD V","Railway","50219.100000","315868.095180","6256745.790000","5341441.273890","12.458896","40.262552"
"01/01/1990","1990","January","Butane","Total","PADD V","Total","50685.800000","318803.544840","6274850.230000","5356897.200380","12.379897","40.007257"
"01/01/1990","1990","January","Butane","Total","PADD V","Truck","466.700000","2935.449660","18104.440000","15455.926490","3.879245","12.536287"
"01/01/1990","1990","January","Butane","Total","Total","Total","291393.800000","1832808.723240","41653387.300000","35559878.823760","14.294534","46.194656"
"01/01/1990","1990","January","Butane","Total","Total","Railway","245193.100000","1542215.560380","34823127.360000","29728823.259120","14.202327","45.896677"
"01/01/1990","1990","January","Butane","Total","Total","Truck","5865.700000","36894.079860","852524.340000","727807.849230","14.534059","46.968713"
"01/01/1990","1990","January","Butane","Total","Total","Pipeline","40335.000000","253699.083000","5977735.600000","5103247.715410","14.820219","47.893475"
"01/01/1990","1990","January","Propane","Alberta","PADD I","Railway","120.800000","759.807840","12309.520000","10508.750130","10.190000","32.930315"
"01/01/1990","1990","January","Propane","Alberta","PADD I","Total","120.800000","759.807840","12309.520000","10508.750130","10.190000","32.930315"
"01/01/1990","1990","January","Propane","Alberta","PADD II","Railway","24200.300000","152215.046940","3429556.610000","2927843.937140","14.171545","45.797200"
"01/01/1990","1990","January","Propane","Alberta","PADD II","Total","24200.300000","152215.046940","3429556.610000","2927843.937140","14.171545","45.797200"
"01/01/1990","1990","January","Propane","Alberta","PADD IV","Railway","5717.500000","35961.931500","761696.090000","650266.939000","13.322187","43.052388"
"01/01/1990","1990","January","Propane","Alberta","PADD IV","Truck","7456.500000","46899.893700","947600.750000","808975.452560","12.708385","41.068808"
"01/01/1990","1990","January","Propane","Alberta","PADD IV","Total","13174.000000","82861.825200","1709296.840000","1459242.391560","12.974774","41.929680"
"01/01/1990","1990","January","Propane","Alberta","PADD V","Total","12961.000000","81522.097800","1666434.650000","1422650.546790","12.857299","41.550042"
"01/01/1990","1990","January","Propane","Alberta","PADD V","Railway","12386.700000","77909.865660","1598314.530000","1364495.775500","12.903473","41.699259"
"01/01/1990","1990","January","Propane","Alberta","PADD V","Truck","574.300000","3612.232140","68120.120000","58154.771290","11.861417","38.331717"
"01/01/1990","1990","January","Propane","Alberta","Total","Total","50456.100000","317358.777780","6817597.620000","5820245.625620","13.511939","43.665596"
"01/01/1990","1990","January","Propane","Alberta","Total","Railway","42425.300000","266846.651940","5801876.750000","4953115.401770","13.675511","44.194201"
"01/01/1990","1990","January","Propane","Alberta","Total","Truck","8030.800000","50512.125840","1015720.870000","867130.223850","12.647816","40.873072"
"01/01/1990","1990","January","Propane","British Columbia","PADD IV","Railway","1537.700000","9671.825460","193798.500000","165447.557130","12.603141","40.728697"
"01/01/1990","1990","January","Propane","British Columbia","PADD IV","Total","1537.700000","9671.825460","193798.500000","165447.557130","12.603141","40.728697"
"01/01/1990","1990","January","Propane","British Columbia","PADD V","Truck","1217.000000","7654.686600","146142.900000","124763.534280","12.008455","38.806891"
"01/01/1990","1990","January","Propane","British Columbia","PADD V","Railway","19312.900000","121474.278420","2509739.930000","2142587.999910","12.995147","41.995519"
"01/01/1990","1990","January","Propane","British Columbia","PADD V","Total","20529.900000","129128.965020","2655882.830000","2267351.534190","12.936657","41.806499"
"01/01/1990","1990","January","Propane","British Columbia","Total","Truck","1217.000000","7654.686600","146142.900000","124763.534280","12.008455","38.806891"
"01/01/1990","1990","January","Propane","British Columbia","Total","Railway","20850.600000","131146.103880","2703538.430000","2308035.557040","12.966238","41.902092"
"01/01/1990","1990","January","Propane","British Columbia","Total","Total","22067.600000","138800.790480","2849681.330000","2432799.091320","12.913417","41.731397"
"01/01/1990","1990","January","Propane","Manitoba","PADD II","Railway","18981.900000","119392.354620","3308180.160000","2824223.748420","17.428077","56.321108"
"01/01/1990","1990","January","Propane","Manitoba","PADD II","Total","24904.900000","156646.840020","4350662.060000","3714200.109100","17.469100","56.453680"
"01/01/1990","1990","January","Propane","Manitoba","PADD II","Truck","5923.000000","37254.485400","1042481.900000","889976.360680","17.600572","56.878550"
"01/01/1990","1990","January","Propane","Manitoba","PADD IV","Railway","355.000000","2232.879000","42600.000000","36368.010760","12.000000","38.779568"
"01/01/1990","1990","January","Propane","Manitoba","PADD IV","Total","355.000000","2232.879000","42600.000000","36368.010760","12.000000","38.779568"
"01/01/1990","1990","January","Propane","Manitoba","Total","Truck","5923.000000","37254.485400","1042481.900000","889976.360680","17.600572","56.878550"
"01/01/1990","1990","January","Propane","Manitoba","Total","Total","25259.900000","158879.719020","4393262.060000","3750568.119860","17.392238","56.205290"
"01/01/1990","1990","January","Propane","Manitoba","Total","Railway","19336.900000","121625.233620","3350780.160000","2860591.759180","17.328424","55.999069"
"01/01/1990","1990","January","Propane","New Brunswick","PADD I","Marine","435.000000","2736.063000","95700.000000","81699.967850","22.000000","71.095872"
"01/01/1990","1990","January","Propane","New Brunswick","PADD I","Total","435.000000","2736.063000","95700.000000","81699.967850","22.000000","71.095872"
"01/01/1990","1990","January","Propane","New Brunswick","Other","Total","180.000000","1132.164000","48600.000000","41490.265800","27.000000","87.254026"
"01/01/1990","1990","January","Propane","New Brunswick","Other","Marine","180.000000","1132.164000","48600.000000","41490.265800","27.000000","87.254026"
"01/01/1990","1990","January","Propane","New Brunswick","Total","Marine","615.000000","3868.227000","144300.000000","123190.233650","23.463414","75.825090"
"01/01/1990","1990","January","Propane","New Brunswick","Total","Total","615.000000","3868.227000","144300.000000","123190.233650","23.463414","75.825090"
"01/01/1990","1990","January","Propane","Ontario","PADD I","Total","51644.100000","324831.060180","9263095.320000","7907989.444770","17.936405","57.963839"
"01/01/1990","1990","January","Propane","Ontario","PADD I","Railway","33426.500000","210245.999700","5957669.580000","5086117.169930","17.823192","57.597976"
"01/01/1990","1990","January","Propane","Ontario","PADD I","Truck","18217.600000","114585.060480","3305425.740000","2821872.274840","18.144133","58.635138"
"01/01/1990","1990","January","Propane","Ontario","PADD II","Pipeline","102638.400000","645575.008320","15285293.940000","13049195.648410","14.892373","48.126648"
"01/01/1990","1990","January","Propane","Ontario","PADD II","Railway","9497.000000","59734.230600","1677163.300000","1431809.693770","17.659927","57.070360"
"01/01/1990","1990","January","Propane","Ontario","PADD II","Truck","3206.700000","20169.501660","552927.300000","472039.107990","17.242875","55.722606"
"01/01/1990","1990","January","Propane","Ontario","PADD II","Total","115342.100000","725478.740580","17515384.540000","14953044.450170","15.185595","49.074236"
"01/01/1990","1990","January","Propane","Ontario","Total","Pipeline","102638.400000","645575.008320","15285293.940000","13049195.648410","14.892373","48.126648"
"01/01/1990","1990","January","Propane","Ontario","Total","Railway","42923.500000","269980.230300","7634832.880000","6517926.863700","17.787069","57.481238"
"01/01/1990","1990","January","Propane","Ontario","Total","Truck","21424.300000","134754.562140","3858353.040000","3293911.382830","18.009237","58.199204"
"01/01/1990","1990","January","Propane","Ontario","Total","Total","166986.200000","1050309.800760","26778479.860000","22861033.894940","16.036343","51.823538"
"01/01/1990","1990","January","Propane","Québec","PADD I","Truck","1087.000000","6837.012600","231965.800000","198031.331270","21.340000","68.962996"
"01/01/1990","1990","January","Propane","Québec","PADD I","Railway","120.000000","754.776000","19764.000000","16872.708090","16.470000","53.224957"
"01/01/1990","1990","January","Propane","Québec","PADD I","Total","1207.000000","7591.788600","251729.800000","214904.039360","20.855824","67.398320"
"01/01/1990","1990","January","Propane","Québec","Total","Total","1207.000000","7591.788600","251729.800000","214904.039360","20.855824","67.398320"
"01/01/1990","1990","January","Propane","Québec","Total","Railway","120.000000","754.776000","19764.000000","16872.708090","16.470000","53.224957"
"01/01/1990","1990","January","Propane","Québec","Total","Truck","1087.000000","6837.012600","231965.800000","198031.331270","21.340000","68.962996"
"01/01/1990","1990","January","Propane","Saskatchewan","PADD II","Pipeline","185653.600000","1167724.013280","26710947.940000","22803381.275540","14.387519","46.495148"
"01/01/1990","1990","January","Propane","Saskatchewan","PADD II","Railway","2031.000000","12774.583800","388438.200000","331613.254470","19.125465","61.806440"
"01/01/1990","1990","January","Propane","Saskatchewan","PADD II","Truck","3165.000000","19907.217000","527141.700000","450025.704720","16.655345","53.823925"
"01/01/1990","1990","January","Propane","Saskatchewan","PADD II","Total","190849.600000","1200405.814080","27626527.840000","23585020.234730","14.475549","46.779629"
"01/01/1990","1990","January","Propane","Saskatchewan","Total","Total","190849.600000","1200405.814080","27626527.840000","23585020.234730","14.475549","46.779629"
"01/01/1990","1990","January","Propane","Saskatchewan","Total","Pipeline","185653.600000","1167724.013280","26710947.940000","22803381.275540","14.387519","46.495148"
"01/01/1990","1990","January","Propane","Saskatchewan","Total","Railway","2031.000000","12774.583800","388438.200000","331613.254470","19.125465","61.806440"
"01/01/1990","1990","January","Propane","Saskatchewan","Total","Truck","3165.000000","19907.217000","527141.700000","450025.704720","16.655345","53.823925"
"01/01/1990","1990","January","Propane","Total","PADD I","Railway","33667.300000","211760.583540","5989743.100000","5113498.628150","17.790981","57.493882"
"01/01/1990","1990","January","Propane","Total","PADD I","Truck","19304.600000","121422.073080","3537391.540000","3019903.606110","18.324086","59.216678"
"01/01/1990","1990","January","Propane","Total","PADD I","Total","53406.900000","335918.719620","9622834.640000","8215102.202110","18.017961","58.227394"
"01/01/1990","1990","January","Propane","Total","PADD I","Marine","435.000000","2736.063000","95700.000000","81699.967850","22.000000","71.095872"
"01/01/1990","1990","January","Propane","Total","PADD II","Truck","12294.700000","77331.204060","2122550.900000","1812041.173390","17.263950","55.790709"
"01/01/1990","1990","January","Propane","Total","PADD II","Total","355296.900000","2234746.441620","52922131.050000","45180108.731140","14.895185","48.135737"
"01/01/1990","1990","January","Propane","Total","PADD II","Railway","54710.200000","344116.215960","8803338.270000","7515490.633800","16.090853","51.999695"
"01/01/1990","1990","January","Propane","Total","PADD II","Pipeline","288292.000000","1813299.021600","41996241.880000","35852576.923950","14.567258","47.075999"
"01/01/1990","1990","January","Propane","Total","PADD IV","Railway","7610.200000","47866.635960","998094.590000","852082.506890","13.115221","42.383549"
"01/01/1990","1990","January","Propane","Total","PADD IV","Total","15066.700000","94766.529660","1945695.340000","1661057.959450","12.913878","41.732884"
"01/01/1990","1990","January","Propane","Total","PADD IV","Truck","7456.500000","46899.893700","947600.750000","808975.452560","12.708385","41.068808"
"01/01/1990","1990","January","Propane","Total","PADD V","Railway","31699.600000","199384.144080","4108054.460000","3507083.775410","12.959325","41.879754"
"01/01/1990","1990","January","Propane","Total","PADD V","Truck","1791.300000","11266.918740","214263.020000","182918.305570","11.961314","38.654548"
"01/01/1990","1990","January","Propane","Total","PADD V","Total","33490.900000","210651.062820","4322317.480000","3690002.080980","12.905946","41.707250"
"01/01/1990","1990","January","Propane","Total","Other","Marine","180.000000","1132.164000","48600.000000","41490.265800","27.000000","87.254026"
"01/01/1990","1990","January","Propane","Total","Other","Total","180.000000","1132.164000","48600.000000","41490.265800","27.000000","87.254026"
"01/01/1990","1990","January","Propane","Total","Total","Pipeline","288292.000000","1813299.021600","41996241.880000","35852576.923950","14.567258","47.075999"
"01/01/1990","1990","January","Propane","Total","Total","Railway","127687.300000","803127.579540","19899230.420000","16988155.544250","15.584345","50.362847"
"01/01/1990","1990","January","Propane","Total","Total","Marine","615.000000","3868.227000","144300.000000","123190.233650","23.463414","75.825090"
"01/01/1990","1990","January","Propane","Total","Total","Truck","40847.100000","256920.089580","6821806.210000","5823838.537630","16.700833","53.970923"
"01/01/1990","1990","January","Propane","Total","Total","Total","457441.400000","2877214.917720","68861578.510000","58787761.239480","15.053639","48.647799"
"02/01/1990","1990","February","Butane","Alberta","PADD II","Railway","246.000000","1547.290800","19926.000000","16653.781700","8.100000","25.626511"
"02/01/1990","1990","February","Butane","Alberta","PADD II","Total","246.000000","1547.290800","19926.000000","16653.781700","8.100000","25.626511"
"02/01/1990","1990","February","Butane","Alberta","PADD IV","Pipeline","25250.000000","158817.450000","2853250.000000","2384693.498030","11.300000","35.750567"
"02/01/1990","1990","February","Butane","Alberta","PADD IV","Truck","95.000000","597.531000","10592.500000","8853.015290","11.150000","35.276003"
"02/01/1990","1990","February","Butane","Alberta","PADD IV","Railway","12444.000000","78270.271200","1509474.900000","1261591.160740","12.130142","38.376945"
"02/01/1990","1990","February","Butane","Alberta","PADD IV","Total","37789.000000","237685.252200","4373317.400000","3655137.674060","11.572990","36.614247"
"02/01/1990","1990","February","Butane","Alberta","PADD V","Total","17161.600000","107943.031680","1707409.630000","1427021.341640","9.949011","31.476354"
"02/01/1990","1990","February","Butane","Alberta","PADD V","Railway","17161.600000","107943.031680","1707409.630000","1427021.341640","9.949011","31.476354"
"02/01/1990","1990","February","Butane","Alberta","Total","Pipeline","25250.000000","158817.450000","2853250.000000","2384693.498030","11.300000","35.750567"
"02/01/1990","1990","February","Butane","Alberta","Total","Total","55196.600000","347175.574680","6100653.030000","5098812.797400","11.052588","34.967814"
"02/01/1990","1990","February","Butane","Alberta","Total","Railway","29851.600000","187760.593680","3236810.530000","2705266.284080","10.843005","34.304741"
"02/01/1990","1990","February","Butane","Alberta","Total","Truck","95.000000","597.531000","10592.500000","8853.015290","11.150000","35.276003"
"02/01/1990","1990","February","Butane","British Columbia","PADD V","Railway","33798.000000","212582.660400","3280948.900000","2742156.316120","9.707523","30.712343"
"02/01/1990","1990","February","Butane","British Columbia","PADD V","Truck","1470.300000","9247.892940","112989.960000","94434.915590","7.684823","24.312992"
"02/01/1990","1990","February","Butane","British Columbia","PADD V","Total","35268.300000","221830.553340","3393938.860000","2836591.231710","9.623199","30.445560"
"02/01/1990","1990","February","Butane","British Columbia","Total","Truck","1470.300000","9247.892940","112989.960000","94434.915590","7.684823","24.312992"
"02/01/1990","1990","February","Butane","British Columbia","Total","Railway","33798.000000","212582.660400","3280948.900000","2742156.316120","9.707523","30.712343"
"02/01/1990","1990","February","Butane","British Columbia","Total","Total","35268.300000","221830.553340","3393938.860000","2836591.231710","9.623199","30.445560"
"02/01/1990","1990","February","Butane","Manitoba","PADD II","Railway","14666.000000","92246.206800","1760126.300000","1471080.957950","12.001406","37.969655"
"02/01/1990","1990","February","Butane","Manitoba","PADD II","Total","14666.000000","92246.206800","1760126.300000","1471080.957950","12.001406","37.969655"
"02/01/1990","1990","February","Butane","Manitoba","Total","Railway","14666.000000","92246.206800","1760126.300000","1471080.957950","12.001406","37.969655"
"02/01/1990","1990","February","Butane","Manitoba","Total","Total","14666.000000","92246.206800","1760126.300000","1471080.957950","12.001406","37.969655"
"02/01/1990","1990","February","Butane","Ontario","PADD I","Total","51760.300000","325561.934940","6608334.290000","5523123.390540","12.767186","40.392406"
"02/01/1990","1990","February","Butane","Ontario","PADD I","Railway","51760.300000","325561.934940","6608334.290000","5523123.390540","12.767186","40.392406"
"02/01/1990","1990","February","Butane","Ontario","PADD II","Pipeline","50682.000000","318779.643600","7345340.500000","6139099.529020","14.492996","45.852467"
"02/01/1990","1990","February","Butane","Ontario","PADD II","Railway","75819.000000","476886.346200","10023247.900000","8377244.929900","13.219968","41.824900"
"02/01/1990","1990","February","Butane","Ontario","PADD II","Truck","30.000000","188.694000","4887.000000","4084.464070","16.290000","51.537767"
"02/01/1990","1990","February","Butane","Ontario","PADD II","Total","126531.000000","795854.683800","17373475.400000","14520428.922990","13.730607","43.440444"
"02/01/1990","1990","February","Butane","Ontario","Total","Total","178291.300000","1121416.618740","23981809.690000","20043552.313530","13.450914","42.555558"
"02/01/1990","1990","February","Butane","Ontario","Total","Pipeline","50682.000000","318779.643600","7345340.500000","6139099.529020","14.492996","45.852467"
"02/01/1990","1990","February","Butane","Ontario","Total","Railway","127579.300000","802448.281140","16631582.190000","13900368.320440","13.036270","41.243723"
"02/01/1990","1990","February","Butane","Ontario","Total","Truck","30.000000","188.694000","4887.000000","4084.464070","16.290000","51.537767"
"02/01/1990","1990","February","Butane","Québec","PADD I","Total","1894.000000","11912.881200","284451.000000","237738.876780","15.018532","47.515140"
"02/01/1990","1990","February","Butane","Québec","PADD I","Railway","1894.000000","11912.881200","284451.000000","237738.876780","15.018532","47.515140"
"02/01/1990","1990","February","Butane","Québec","Total","Total","1894.000000","11912.881200","284451.000000","237738.876780","15.018532","47.515140"
"02/01/1990","1990","February","Butane","Québec","Total","Railway","1894.000000","11912.881200","284451.000000","237738.876780","15.018532","47.515140"
"02/01/1990","1990","February","Butane","Saskatchewan","PADD II","Total","597.000000","3755.010600","44058.600000","36823.361760","7.380000","23.348601"
"02/01/1990","1990","February","Butane","Saskatchewan","PADD II","Railway","597.000000","3755.010600","44058.600000","36823.361760","7.380000","23.348601"
"02/01/1990","1990","February","Butane","Saskatchewan","Total","Railway","597.000000","3755.010600","44058.600000","36823.361760","7.380000","23.348601"
"02/01/1990","1990","February","Butane","Saskatchewan","Total","Total","597.000000","3755.010600","44058.600000","36823.361760","7.380000","23.348601"
"02/01/1990","1990","February","Butane","Total","PADD I","Total","53654.300000","337474.816140","6892785.290000","5760862.267320","12.846659","40.643840"
"02/01/1990","1990","February","Butane","Total","PADD I","Railway","53654.300000","337474.816140","6892785.290000","5760862.267320","12.846659","40.643840"
"02/01/1990","1990","February","Butane","Total","PADD II","Total","142040.000000","893403.192000","19197586.300000","16044987.024400","13.515619","42.760272"
"02/01/1990","1990","February","Butane","Total","PADD II","Pipeline","50682.000000","318779.643600","7345340.500000","6139099.529020","14.492996","45.852467"
"02/01/1990","1990","February","Butane","Total","PADD II","Truck","30.000000","188.694000","4887.000000","4084.464070","16.290000","51.537767"
"02/01/1990","1990","February","Butane","Total","PADD II","Railway","91328.000000","574434.854400","11847358.800000","9901803.031310","12.972318","41.041394"
"02/01/1990","1990","February","Butane","Total","PADD IV","Total","37789.000000","237685.252200","4373317.400000","3655137.674060","11.572990","36.614247"
"02/01/1990","1990","February","Butane","Total","PADD IV","Pipeline","25250.000000","158817.450000","2853250.000000","2384693.498030","11.300000","35.750567"
"02/01/1990","1990","February","Butane","Total","PADD IV","Railway","12444.000000","78270.271200","1509474.900000","1261591.160740","12.130142","38.376945"
"02/01/1990","1990","February","Butane","Total","PADD IV","Truck","95.000000","597.531000","10592.500000","8853.015290","11.150000","35.276003"
"02/01/1990","1990","February","Butane","Total","PADD V","Total","52429.900000","329773.585020","5101348.490000","4263612.573350","9.729845","30.782964"
"02/01/1990","1990","February","Butane","Total","PADD V","Railway","50959.600000","320525.692080","4988358.530000","4169177.657760","9.788849","30.969641"
"02/01/1990","1990","February","Butane","Total","PADD V","Truck","1470.300000","9247.892940","112989.960000","94434.915590","7.684823","24.312992"
"02/01/1990","1990","February","Butane","Total","Total","Pipeline","75932.000000","477597.093600","10198590.500000","8523793.027050","13.431215","42.493239"
"02/01/1990","1990","February","Butane","Total","Total","Total","285913.200000","1798336.845360","35565037.480000","29724599.539130","12.439103","39.354423"
"02/01/1990","1990","February","Butane","Total","Total","Railway","208385.900000","1310705.633820","25237977.520000","21093434.117130","12.111173","38.316932"
"02/01/1990","1990","February","Butane","Total","Total","Truck","1595.300000","10034.117940","128469.460000","107372.394950","8.052996","25.477805"
"02/01/1990","1990","February","Propane","Alberta","PADD II","Total","1801.000000","11327.929800","139037.200000","116204.716310","7.720000","24.424279"
"02/01/1990","1990","February","Propane","Alberta","PADD II","Railway","1801.000000","11327.929800","139037.200000","116204.716310","7.720000","24.424279"
"02/01/1990","1990","February","Propane","Alberta","PADD IV","Truck","6447.600000","40554.114480","572881.640000","478803.862930","8.885192","28.110676"
"02/01/1990","1990","February","Propane","Alberta","PADD IV","Total","8833.100000","55558.432380","806280.620000","673874.407060","9.127946","28.878695"
"02/01/1990","1990","February","Propane","Alberta","PADD IV","Railway","2385.500000","15004.317900","233398.980000","195070.544130","9.784069","30.954518"
"02/01/1990","1990","February","Propane","Alberta","PADD V","Total","10452.000000","65740.989600","867108.990000","724713.631910","8.296105","26.246945"
"02/01/1990","1990","February","Propane","Alberta","PADD V","Railway","9988.100000","62823.151380","827180.920000","691342.490620","8.281664","26.201256"
"02/01/1990","1990","February","Propane","Alberta","PADD V","Truck","463.900000","2917.838220","39928.070000","33371.141290","8.607042","27.230676"
