"Period","Year","Month","Product","Origin","Destination / PADD","Mode of Transportation","Volume (m3)","Volume (bbl)","Value (CN$)","Value (US$)","Price (CN cents/L)","Price (US cents/gallon)"
"02/01/1999","1999","February","Propane","Québec","PADD I","Railway","19389.000000","121952.932200","1109339.400000","740905.578460","5.721488","14.465024"
"02/01/1999","1999","February","Propane","Québec","PADD I","Truck","5300.000000","33335.940000","435164.700000","290637.791930","8.210654","20.758115"
"02/01/1999","1999","February","Propane","Québec","PADD IV","Total","286.000000","1798.882800","18818.800000","12568.699800","6.580000","16.635508"
"02/01/1999","1999","February","Propane","Québec","PADD IV","Truck","286.000000","1798.882800","18818.800000","12568.699800","6.580000","16.635508"
"02/01/1999","1999","February","Propane","Québec","Total","Railway","19389.000000","121952.932200","1109339.400000","740905.578460","5.721488","14.465024"
"02/01/1999","1999","February","Propane","Québec","Total","Truck","5586.000000","35134.822800","453983.500000","303206.491730","8.127166","20.547041"
"02/01/1999","1999","February","Propane","Québec","Total","Total","24975.000000","157087.755000","1563322.900000","1044112.070190","6.259551","15.825349"
"02/01/1999","1999","February","Propane","Saskatchewan","PADD I","Railway","800.000000","5031.840000","48190.000000","32185.136330","6.023750","15.229202"
"02/01/1999","1999","February","Propane","Saskatchewan","PADD I","Total","800.000000","5031.840000","48190.000000","32185.136330","6.023750","15.229202"
"02/01/1999","1999","February","Propane","Saskatchewan","PADD II","Pipeline","218351.000000","1373384.119800","18162876.000000","12130621.295080","8.318201","21.030017"
"02/01/1999","1999","February","Propane","Saskatchewan","PADD II","Railway","6533.000000","41091.263400","464183.300000","310018.733980","7.105208","17.963336"
"02/01/1999","1999","February","Propane","Saskatchewan","PADD II","Truck","3017.000000","18976.326600","263669.000000","176099.246940","8.739443","22.094997"
"02/01/1999","1999","February","Propane","Saskatchewan","PADD II","Total","227901.000000","1433451.709800","18890728.300000","12616739.276000","8.289006","20.956205"
"02/01/1999","1999","February","Propane","Saskatchewan","PADD III","Total","224.000000","1408.915200","13664.000000","9125.912070","6.100000","15.421973"
"02/01/1999","1999","February","Propane","Saskatchewan","PADD III","Railway","224.000000","1408.915200","13664.000000","9125.912070","6.100000","15.421973"
"02/01/1999","1999","February","Propane","Saskatchewan","PADD IV","Railway","564.000000","3547.447200","56645.800000","37832.595870","10.043581","25.392111"
"02/01/1999","1999","February","Propane","Saskatchewan","PADD IV","Truck","1983.000000","12472.673400","177308.600000","118420.864560","8.941432","22.605663"
"02/01/1999","1999","February","Propane","Saskatchewan","PADD IV","Total","2547.000000","16020.120600","233954.400000","156253.460430","9.185488","23.222687"
"02/01/1999","1999","February","Propane","Saskatchewan","Total","Railway","8121.000000","51079.465800","582683.100000","389162.378250","7.175016","18.139822"
"02/01/1999","1999","February","Propane","Saskatchewan","Total","Total","231472.000000","1455912.585600","19186536.700000","12814303.784830","8.288923","20.955993"
"02/01/1999","1999","February","Propane","Saskatchewan","Total","Pipeline","218351.000000","1373384.119800","18162876.000000","12130621.295080","8.318201","21.030017"
"02/01/1999","1999","February","Propane","Saskatchewan","Total","Truck","5000.000000","31449.000000","440977.600000","294520.111500","8.819552","22.297528"
"02/01/1999","1999","February","Propane","Total","PADD I","Railway","221814.000000","1395165.697200","18332588.000000","12243968.542590","8.264847","20.895124"
"02/01/1999","1999","February","Propane","Total","PADD I","Total","273993.000000","1723361.171400","23596391.700000","15759557.662690","8.612041","21.772902"
"02/01/1999","1999","February","Propane","Total","PADD I","Truck","52179.000000","328195.474200","5263803.700000","3515589.120100","10.087973","25.504341"
"02/01/1999","1999","February","Propane","Total","PADD II","Total","555412.000000","3493430.397600","51210408.700000","34202406.838440","9.220256","23.310584"
"02/01/1999","1999","February","Propane","Total","PADD II","Pipeline","447601.000000","2815320.769800","41900584.800000","27984561.820310","9.361146","23.666783"
"02/01/1999","1999","February","Propane","Total","PADD II","Truck","55719.000000","350461.366200","5339757.500000","3566317.142700","9.583369","24.228604"
"02/01/1999","1999","February","Propane","Total","PADD II","Railway","52092.000000","327648.261600","3970066.400000","2651527.875430","7.621259","19.268012"
"02/01/1999","1999","February","Propane","Total","PADD III","Total","1127.000000","7088.604600","79761.000000","53270.775220","7.077284","17.892738"
"02/01/1999","1999","February","Propane","Total","PADD III","Railway","1127.000000","7088.604600","79761.000000","53270.775220","7.077284","17.892738"
"02/01/1999","1999","February","Propane","Total","PADD IV","Railway","7751.000000","48752.239800","582762.000000","389215.073950","7.518539","19.008318"
"02/01/1999","1999","February","Propane","Total","PADD IV","Truck","17450.000000","109757.010000","1284136.400000","857648.995560","7.358947","18.604836"
"02/01/1999","1999","February","Propane","Total","PADD IV","Total","25201.000000","158509.249800","1866898.400000","1246864.069510","7.408033","18.728933"
"02/01/1999","1999","February","Propane","Total","PADD V","Total","67337.000000","423536.262600","4785970.700000","3196454.024460","7.107490","17.969105"
"02/01/1999","1999","February","Propane","Total","PADD V","Truck","3823.000000","24045.905400","299091.000000","199756.891620","7.823463","19.779222"
"02/01/1999","1999","February","Propane","Total","PADD V","Railway","63514.000000","399490.357200","4486879.700000","2996697.132840","7.064394","17.860149"
"02/01/1999","1999","February","Propane","Total","Total","Railway","346298.000000","2178145.160400","27452057.100000","18334679.400030","7.927292","20.041725"
"02/01/1999","1999","February","Propane","Total","Total","Truck","129171.000000","812459.755800","12186788.600000","8139312.149980","9.434616","23.852528"
"02/01/1999","1999","February","Propane","Total","Total","Total","923070.000000","5805925.686000","81539430.500000","54458553.370320","8.833504","22.332800"
"02/01/1999","1999","February","Propane","Total","Total","Pipeline","447601.000000","2815320.769800","41900584.800000","27984561.820310","9.361146","23.666783"
"03/01/1999","1999","March","Butane","Alberta","PADD II","Total","824.000000","5182.795200","56510.000000","37238.879730","6.858009","17.107286"
"03/01/1999","1999","March","Butane","Alberta","PADD II","Railway","824.000000","5182.795200","56510.000000","37238.879730","6.858009","17.107286"
"03/01/1999","1999","March","Butane","Alberta","PADD IV","Railway","3277.000000","20611.674600","291492.200000","192087.116950","8.895093","22.188785"
"03/01/1999","1999","March","Butane","Alberta","PADD IV","Truck","364.000000","2289.487200","29120.000000","19189.456340","8.000000","19.955978"
"03/01/1999","1999","March","Butane","Alberta","PADD IV","Total","3641.000000","22901.161800","320612.200000","211276.573290","8.805608","21.965567"
"03/01/1999","1999","March","Butane","Alberta","PADD V","Total","13232.000000","83226.633600","1238201.100000","815948.006550","9.357626","23.342574"
"03/01/1999","1999","March","Butane","Alberta","PADD V","Railway","13232.000000","83226.633600","1238201.100000","815948.006550","9.357626","23.342574"
"03/01/1999","1999","March","Butane","Alberta","Total","Railway","17333.000000","109021.103400","1586203.300000","1045274.003230","9.151348","22.828014"
"03/01/1999","1999","March","Butane","Alberta","Total","Truck","364.000000","2289.487200","29120.000000","19189.456340","8.000000","19.955978"
"03/01/1999","1999","March","Butane","Alberta","Total","Total","17697.000000","111310.590600","1615323.300000","1064463.459570","9.127667","22.768943"
"03/01/1999","1999","March","Butane","British Columbia","PADD V","Railway","7031.000000","44223.583800","511916.600000","337342.075760","7.280850","18.162062"
"03/01/1999","1999","March","Butane","British Columbia","PADD V","Total","7031.000000","44223.583800","511916.600000","337342.075760","7.280850","18.162062"
"03/01/1999","1999","March","Butane","British Columbia","Total","Railway","7031.000000","44223.583800","511916.600000","337342.075760","7.280850","18.162062"
"03/01/1999","1999","March","Butane","British Columbia","Total","Total","7031.000000","44223.583800","511916.600000","337342.075760","7.280850","18.162062"
"03/01/1999","1999","March","Butane","Manitoba","PADD II","Total","35517.000000","223394.826600","3072031.900000","2024403.228960","8.649468","21.576076"
"03/01/1999","1999","March","Butane","Manitoba","PADD II","Railway","12819.000000","80628.946200","1383757.900000","911866.820400","10.794585","26.927064"
"03/01/1999","1999","March","Butane","Manitoba","PADD II","Pipeline","22698.000000","142765.880400","1688274.000000","1112536.408560","7.437985","18.554036"
"03/01/1999","1999","March","Butane","Manitoba","PADD IV","Railway","709.000000","4459.468200","75508.500000","49758.484340","10.650000","26.566395"
"03/01/1999","1999","March","Butane","Manitoba","PADD IV","Total","709.000000","4459.468200","75508.500000","49758.484340","10.650000","26.566395"
"03/01/1999","1999","March","Butane","Manitoba","PADD V","Total","710.000000","4465.758000","68408.500000","45079.736400","9.635000","24.034481"
"03/01/1999","1999","March","Butane","Manitoba","PADD V","Railway","710.000000","4465.758000","68408.500000","45079.736400","9.635000","24.034481"
"03/01/1999","1999","March","Butane","Manitoba","Total","Railway","14238.000000","89554.172400","1527674.900000","1006705.041140","10.729561","26.764860"
"03/01/1999","1999","March","Butane","Manitoba","Total","Pipeline","22698.000000","142765.880400","1688274.000000","1112536.408560","7.437985","18.554036"
"03/01/1999","1999","March","Butane","Manitoba","Total","Total","36936.000000","232320.052800","3215948.900000","2119241.449700","8.706814","21.719126"
"03/01/1999","1999","March","Butane","Ontario","PADD I","Total","37045.000000","233005.641000","3856228.500000","2541171.993400","10.409578","25.966667"
"03/01/1999","1999","March","Butane","Ontario","PADD I","Railway","37045.000000","233005.641000","3856228.500000","2541171.993400","10.409578","25.966667"
"03/01/1999","1999","March","Butane","Ontario","PADD II","Pipeline","26935.000000","169415.763000","2542520.000000","1675466.227330","9.439465","23.546721"
"03/01/1999","1999","March","Butane","Ontario","PADD II","Total","67814.000000","426536.497200","6445008.800000","4247122.767660","9.503950","23.707578"
"03/01/1999","1999","March","Butane","Ontario","PADD II","Railway","40879.000000","257120.734200","3902488.800000","2571656.540330","9.546439","23.813565"
"03/01/1999","1999","March","Butane","Ontario","PADD V","Railway","11259.000000","70816.858200","1090201.000000","718419.110360","9.682929","24.154039"
"03/01/1999","1999","March","Butane","Ontario","PADD V","Total","11259.000000","70816.858200","1090201.000000","718419.110360","9.682929","24.154039"
"03/01/1999","1999","March","Butane","Ontario","Total","Total","116118.000000","730358.996400","11391438.300000","7506713.871420","9.810226","24.471581"
"03/01/1999","1999","March","Butane","Ontario","Total","Pipeline","26935.000000","169415.763000","2542520.000000","1675466.227330","9.439465","23.546721"
"03/01/1999","1999","March","Butane","Ontario","Total","Railway","89183.000000","560943.233400","8848918.300000","5831247.644090","9.922202","24.750910"
"03/01/1999","1999","March","Butane","Québec","PADD I","Total","2399.000000","15089.230200","191920.000000","126471.169680","8.000000","19.955978"
"03/01/1999","1999","March","Butane","Québec","PADD I","Railway","2399.000000","15089.230200","191920.000000","126471.169680","8.000000","19.955978"
"03/01/1999","1999","March","Butane","Québec","PADD II","Total","460.000000","2893.308000","29440.000000","19400.329480","6.400000","15.964781"
"03/01/1999","1999","March","Butane","Québec","PADD II","Railway","460.000000","2893.308000","29440.000000","19400.329480","6.400000","15.964781"
"03/01/1999","1999","March","Butane","Québec","Total","Total","2859.000000","17982.538200","221360.000000","145871.499160","7.742567","19.313815"
"03/01/1999","1999","March","Butane","Québec","Total","Railway","2859.000000","17982.538200","221360.000000","145871.499160","7.742567","19.313815"
"03/01/1999","1999","March","Butane","Saskatchewan","PADD I","Railway","236.000000","1484.392800","18880.000000","12441.515650","8.000000","19.955978"
"03/01/1999","1999","March","Butane","Saskatchewan","PADD I","Total","236.000000","1484.392800","18880.000000","12441.515650","8.000000","19.955978"
"03/01/1999","1999","March","Butane","Saskatchewan","PADD II","Total","2467.000000","15516.936600","224924.000000","148220.098840","9.117308","22.743103"
"03/01/1999","1999","March","Butane","Saskatchewan","PADD II","Railway","2467.000000","15516.936600","224924.000000","148220.098840","9.117308","22.743103"
"03/01/1999","1999","March","Butane","Saskatchewan","Total","Railway","2703.000000","17001.329400","243804.000000","160661.614490","9.019755","22.499755"
"03/01/1999","1999","March","Butane","Saskatchewan","Total","Total","2703.000000","17001.329400","243804.000000","160661.614490","9.019755","22.499755"
"03/01/1999","1999","March","Butane","Total","PADD I","Total","39680.000000","249579.264000","4067028.500000","2680084.678730","10.249567","25.567519"
"03/01/1999","1999","March","Butane","Total","PADD I","Railway","39680.000000","249579.264000","4067028.500000","2680084.678730","10.249567","25.567519"
"03/01/1999","1999","March","Butane","Total","PADD II","Pipeline","49633.000000","312181.643400","4230794.000000","2788002.635890","8.524155","21.263481"
"03/01/1999","1999","March","Butane","Total","PADD II","Total","107082.000000","673524.363600","9827914.700000","6476385.304670","9.177933","22.894330"
"03/01/1999","1999","March","Butane","Total","PADD II","Railway","57449.000000","361342.720200","5597120.700000","3688382.668780","9.742764","24.303301"
"03/01/1999","1999","March","Butane","Total","PADD IV","Total","4350.000000","27360.630000","396120.700000","261035.057630","9.106222","22.715447"
"03/01/1999","1999","March","Butane","Total","PADD IV","Truck","364.000000","2289.487200","29120.000000","19189.456340","8.000000","19.955978"
"03/01/1999","1999","March","Butane","Total","PADD IV","Railway","3986.000000","25071.142800","367000.700000","241845.601290","9.207242","22.967441"
"03/01/1999","1999","March","Butane","Total","PADD V","Railway","32232.000000","202732.833600","2908727.200000","1916788.929070","9.024345","22.511206"
"03/01/1999","1999","March","Butane","Total","PADD V","Total","32232.000000","202732.833600","2908727.200000","1916788.929070","9.024345","22.511206"
"03/01/1999","1999","March","Butane","Total","Total","Total","183344.000000","1153197.091200","17199791.100000","11334293.970100","9.381158","23.401275"
"03/01/1999","1999","March","Butane","Total","Total","Pipeline","49633.000000","312181.643400","4230794.000000","2788002.635890","8.524155","21.263481"
"03/01/1999","1999","March","Butane","Total","Total","Railway","133347.000000","838725.960600","12939877.100000","8527101.877870","9.703913","24.206384"
"03/01/1999","1999","March","Butane","Total","Total","Truck","364.000000","2289.487200","29120.000000","19189.456340","8.000000","19.955978"
"03/01/1999","1999","March","Propane","Alberta","PADD I","Railway","3896.000000","24505.060800","295323.000000","194611.532090","7.580159","18.908686"
"03/01/1999","1999","March","Propane","Alberta","PADD I","Total","3896.000000","24505.060800","295323.000000","194611.532090","7.580159","18.908686"
"03/01/1999","1999","March","Propane","Alberta","PADD II","Truck","5277.000000","33191.274600","529294.400000","348793.673790","10.030214","25.020343"
"03/01/1999","1999","March","Propane","Alberta","PADD II","Railway","29147.000000","183328.800600","2298285.700000","1514521.054240","7.885153","19.669495"
"03/01/1999","1999","March","Propane","Alberta","PADD II","Total","34424.000000","216520.075200","2827580.100000","1863314.728030","8.213978","20.489749"
"03/01/1999","1999","March","Propane","Alberta","PADD IV","Railway","5606.000000","35260.618800","449540.600000","296237.627620","8.018919","20.003170"
"03/01/1999","1999","March","Propane","Alberta","PADD IV","Truck","13459.000000","84654.418200","1031507.500000","679741.350840","7.664072","19.118007"
"03/01/1999","1999","March","Propane","Alberta","PADD IV","Total","19065.000000","119915.037000","1481048.100000","975978.978460","7.768413","19.378288"
"03/01/1999","1999","March","Propane","Alberta","PADD V","Total","46534.000000","292689.553200","3399764.900000","2240372.256750","7.305980","18.224748"
"03/01/1999","1999","March","Propane","Alberta","PADD V","Railway","42697.000000","268555.590600","3103010.600000","2044817.528630","7.267514","18.128795"
"03/01/1999","1999","March","Propane","Alberta","PADD V","Truck","3837.000000","24133.962600","296754.300000","195554.728120","7.734018","19.292488"
"03/01/1999","1999","March","Propane","Alberta","Total","Truck","22573.000000","141979.655400","1857556.200000","1224089.752750","8.229106","20.527482"
"03/01/1999","1999","March","Propane","Alberta","Total","Total","103919.000000","653629.726200","8003716.100000","5274277.495330","7.701879","19.212317"
"03/01/1999","1999","March","Propane","Alberta","Total","Railway","81346.000000","511650.070800","6146159.900000","4050187.742580","7.555577","18.847367"
"03/01/1999","1999","March","Propane","British Columbia","PADD IV","Total","1790.000000","11258.742000","131415.300000","86599.868180","7.341636","18.313693"
"03/01/1999","1999","March","Propane","British Columbia","PADD IV","Truck","644.000000","4050.631200","53454.000000","35225.041180","8.300310","20.705101"
"03/01/1999","1999","March","Propane","British Columbia","PADD IV","Railway","1146.000000","7208.110800","77961.300000","51374.827000","6.802905","16.969831"
"03/01/1999","1999","March","Propane","British Columbia","PADD V","Railway","8291.000000","52148.731800","704751.000000","464415.815430","8.500192","21.203710"
"03/01/1999","1999","March","Propane","British Columbia","PADD V","Truck","1574.000000","9900.145200","132750.600000","87479.802290","8.433964","21.038500"
"03/01/1999","1999","March","Propane","British Columbia","PADD V","Total","9865.000000","62048.877000","837501.600000","551895.617720","8.489625","21.177348"
"03/01/1999","1999","March","Propane","British Columbia","Total","Truck","2218.000000","13950.776400","186204.600000","122704.843470","8.395157","20.941700"
"03/01/1999","1999","March","Propane","British Columbia","Total","Railway","9437.000000","59356.842600","782712.300000","515790.642430","8.294079","20.689558"
"03/01/1999","1999","March","Propane","British Columbia","Total","Total","11655.000000","73307.619000","968916.900000","638495.485900","8.313315","20.737542"
"03/01/1999","1999","March","Propane","Manitoba","PADD II","Total","84994.000000","534595.261200","7539556.000000","4968405.930720","8.870692","22.127919"
"03/01/1999","1999","March","Propane","Manitoba","PADD II","Truck","6207.000000","39040.788600","617412.800000","406861.812160","9.947040","24.812865"
"03/01/1999","1999","March","Propane","Manitoba","PADD II","Pipeline","69887.000000","439575.252600","6146128.000000","4050166.721560","8.794379","21.937555"
"03/01/1999","1999","March","Propane","Manitoba","PADD II","Railway","8900.000000","55979.220000","776015.200000","511377.397000","8.719271","21.750201"
"03/01/1999","1999","March","Propane","Manitoba","Total","Pipeline","69887.000000","439575.252600","6146128.000000","4050166.721560","8.794379","21.937555"
"03/01/1999","1999","March","Propane","Manitoba","Total","Truck","6207.000000","39040.788600","617412.800000","406861.812160","9.947040","24.812865"
"03/01/1999","1999","March","Propane","Manitoba","Total","Railway","8900.000000","55979.220000","776015.200000","511377.397000","8.719271","21.750201"
"03/01/1999","1999","March","Propane","Manitoba","Total","Total","84994.000000","534595.261200","7539556.000000","4968405.930720","8.870692","22.127919"
"03/01/1999","1999","March","Propane","New Brunswick","PADD I","Truck","1233.000000","7755.323400","177552.000000","117002.965400","14.400000","35.920762"
"03/01/1999","1999","March","Propane","New Brunswick","PADD I","Total","1233.000000","7755.323400","177552.000000","117002.965400","14.400000","35.920762"
"03/01/1999","1999","March","Propane","New Brunswick","Total","Total","1233.000000","7755.323400","177552.000000","117002.965400","14.400000","35.920762"
"03/01/1999","1999","March","Propane","New Brunswick","Total","Truck","1233.000000","7755.323400","177552.000000","117002.965400","14.400000","35.920762"
"03/01/1999","1999","March","Propane","Northwest Territories","PADD V","Total","56.000000","352.228800","16800.000000","11070.840190","30.000000","74.834924"
"03/01/1999","1999","March","Propane","Northwest Territories","PADD V","Truck","56.000000","352.228800","16800.000000","11070.840190","30.000000","74.834924"
"03/01/1999","1999","March","Propane","Northwest Territories","Total","Total","56.000000","352.228800","16800.000000","11070.840190","30.000000","74.834924"
"03/01/1999","1999","March","Propane","Northwest Territories","Total","Truck","56.000000","352.228800","16800.000000","11070.840190","30.000000","74.834924"
"03/01/1999","1999","March","Propane","Ontario","PADD I","Truck","46049.000000","289639.000200","4713036.900000","3105790.378830","10.234830","25.530755"
"03/01/1999","1999","March","Propane","Ontario","PADD I","Railway","176304.000000","1108916.899200","15176193.700000","10000786.622540","8.607969","21.472557"
"03/01/1999","1999","March","Propane","Ontario","PADD I","Total","222353.000000","1398555.899400","19889230.600000","13106577.001370","8.944889","22.313002"
"03/01/1999","1999","March","Propane","Ontario","PADD II","Pipeline","136563.000000","858953.957400","14581449.200000","9608862.734740","10.677452","26.634877"
"03/01/1999","1999","March","Propane","Ontario","PADD II","Total","187260.000000","1177827.948000","19614342.800000","12925431.828570","10.474390","26.128337"
"03/01/1999","1999","March","Propane","Ontario","PADD II","Railway","454.000000","2855.569200","43175.400000","28451.663910","9.510000","23.722670"
"03/01/1999","1999","March","Propane","Ontario","PADD II","Truck","50243.000000","316018.421400","4989718.200000","3288117.429920","9.931170","24.773278"
"03/01/1999","1999","March","Propane","Ontario","PADD IV","Truck","-55.000000","-345.939000","-5082.000000","-3348.929150","9.240000","23.049157"
"03/01/1999","1999","March","Propane","Ontario","PADD IV","Total","-55.000000","-345.939000","-5082.000000","-3348.929150","9.240000","23.049157"
"03/01/1999","1999","March","Propane","Ontario","PADD V","Railway","236.000000","1484.392800","27140.000000","17884.678740","11.500000","28.686719"
"03/01/1999","1999","March","Propane","Ontario","PADD V","Total","236.000000","1484.392800","27140.000000","17884.678740","11.500000","28.686719"
"03/01/1999","1999","March","Propane","Ontario","Total","Pipeline","136563.000000","858953.957400","14581449.200000","9608862.734740","10.677452","26.634877"
"03/01/1999","1999","March","Propane","Ontario","Total","Railway","176994.000000","1113256.861200","15246509.100000","10047122.965190","8.614138","21.487948"
"03/01/1999","1999","March","Propane","Ontario","Total","Truck","96237.000000","605311.482600","9697673.100000","6390558.879600","10.076865","25.136714"
"03/01/1999","1999","March","Propane","Ontario","Total","Total","409794.000000","2577522.301200","39525631.400000","26046544.579530","9.645244","24.060036"
"03/01/1999","1999","March","Propane","Québec","PADD I","Railway","19407.000000","122066.148600","1123197.200000","740162.899500","5.787587","14.437122"
"03/01/1999","1999","March","Propane","Québec","PADD I","Total","24086.000000","151496.122800","1560313.800000","1028213.377200","6.478094","16.159589"
"03/01/1999","1999","March","Propane","Québec","PADD I","Truck","4679.000000","29429.974200","437116.600000","288050.477700","9.342094","23.303831"
"03/01/1999","1999","March","Propane","Québec","PADD IV","Truck","98.000000","616.400400","6781.600000","4468.929150","6.920000","17.261920"
"03/01/1999","1999","March","Propane","Québec","PADD IV","Total","98.000000","616.400400","6781.600000","4468.929150","6.920000","17.261920"
"03/01/1999","1999","March","Propane","Québec","Total","Railway","19407.000000","122066.148600","1123197.200000","740162.899500","5.787587","14.437122"
"03/01/1999","1999","March","Propane","Québec","Total","Truck","4777.000000","30046.374600","443898.200000","292519.406850","9.292405","23.179882"
"03/01/1999","1999","March","Propane","Québec","Total","Total","24184.000000","152112.523200","1567095.400000","1032682.306350","6.479885","16.164055"
"03/01/1999","1999","March","Propane","Saskatchewan","PADD I","Total","1126.000000","7082.314800","69023.800000","45485.205930","6.130000","15.291267"
"03/01/1999","1999","March","Propane","Saskatchewan","PADD I","Railway","1126.000000","7082.314800","69023.800000","45485.205930","6.130000","15.291267"
"03/01/1999","1999","March","Propane","Saskatchewan","PADD II","Pipeline","141128.000000","887666.894400","11974566.000000","7890982.536830","8.484897","21.165553"
"03/01/1999","1999","March","Propane","Saskatchewan","PADD II","Total","146479.000000","921323.614200","12410989.400000","8178576.210590","8.472879","21.135576"
"03/01/1999","1999","March","Propane","Saskatchewan","PADD II","Railway","2538.000000","15963.512400","196288.700000","129350.049400","7.733991","19.292420"
"03/01/1999","1999","March","Propane","Saskatchewan","PADD II","Truck","2813.000000","17693.207400","240134.700000","158243.624360","8.536605","21.294537"
"03/01/1999","1999","March","Propane","Saskatchewan","PADD IV","Railway","453.000000","2849.279400","50826.600000","33493.640850","11.220000","27.988260"
"03/01/1999","1999","March","Propane","Saskatchewan","PADD IV","Truck","1814.000000","11409.697200","166257.000000","109559.802300","9.165214","22.862605"
"03/01/1999","1999","March","Propane","Saskatchewan","PADD IV","Total","2267.000000","14258.976600","217083.600000","143053.443150","9.575809","23.886832"
"03/01/1999","1999","March","Propane","Saskatchewan","PADD V","Railway","344.000000","2163.691200","33368.000000","21988.797360","9.700000","24.196625"
"03/01/1999","1999","March","Propane","Saskatchewan","PADD V","Total","344.000000","2163.691200","33368.000000","21988.797360","9.700000","24.196625"
"03/01/1999","1999","March","Propane","Saskatchewan","Total","Pipeline","141128.000000","887666.894400","11974566.000000","7890982.536830","8.484897","21.165553"
"03/01/1999","1999","March","Propane","Saskatchewan","Total","Railway","4461.000000","28058.797800","349507.100000","230317.693540","7.834725","19.543702"
"03/01/1999","1999","March","Propane","Saskatchewan","Total","Truck","4627.000000","29102.904600","406391.700000","267803.426660","8.783049","21.909293"
"03/01/1999","1999","March","Propane","Saskatchewan","Total","Total","150216.000000","944828.596800","12730464.800000","8389103.657030","8.474772","21.140297"
"03/01/1999","1999","March","Propane","Total","PADD I","Railway","200733.000000","1262570.423400","16663737.700000","10981046.260060","8.301444","20.707928"
"03/01/1999","1999","March","Propane","Total","PADD I","Truck","51961.000000","326824.297800","5327705.500000","3510843.821930","10.253277","25.576774"
"03/01/1999","1999","March","Propane","Total","PADD I","Total","252694.000000","1589394.721200","21991443.200000","14491890.081990","8.702795","21.709102"
"03/01/1999","1999","March","Propane","Total","PADD II","Pipeline","347578.000000","2186196.104400","32702143.200000","21550011.993130","9.408576","23.469669"
"03/01/1999","1999","March","Propane","Total","PADD II","Railway","41039.000000","258127.102200","3313765.000000","2183700.164550","8.074672","20.142250"
"03/01/1999","1999","March","Propane","Total","PADD II","Truck","64540.000000","405943.692000","6376560.100000","4202016.540230","9.880012","24.645664"
"03/01/1999","1999","March","Propane","Total","PADD II","Total","453157.000000","2850266.898600","42392468.300000","27935728.697910","9.354918","23.335818"
"03/01/1999","1999","March","Propane","Total","PADD IV","Railway","7205.000000","45318.009000","578328.500000","381106.095470","8.026766","20.022745"
"03/01/1999","1999","March","Propane","Total","PADD IV","Total","23165.000000","145703.217000","1831246.600000","1206752.289790","7.905230","19.719576"
"03/01/1999","1999","March","Propane","Total","PADD IV","Truck","15960.000000","100385.208000","1252918.100000","825646.194320","7.850364","19.582711"
"03/01/1999","1999","March","Propane","Total","PADD V","Railway","51568.000000","324352.406400","3868269.600000","2549106.820160","7.501298","18.711970"
"03/01/1999","1999","March","Propane","Total","PADD V","Truck","5467.000000","34386.336600","446304.900000","294105.370600","8.163616","20.364120"
"03/01/1999","1999","March","Propane","Total","PADD V","Total","57035.000000","358738.743000","4314574.500000","2843212.190760","7.564783","18.870333"
"03/01/1999","1999","March","Propane","Total","Total","Truck","137928.000000","867539.534400","13403488.600000","8832611.927080","9.717743","24.240884"
"03/01/1999","1999","March","Propane","Total","Total","Pipeline","347578.000000","2186196.104400","32702143.200000","21550011.993130","9.408576","23.469669"
"03/01/1999","1999","March","Propane","Total","Total","Railway","300545.000000","1890367.941000","24424100.800000","16094959.340240","8.126603","20.271790"
"03/01/1999","1999","March","Propane","Total","Total","Total","786051.000000","4944103.579800","70529732.600000","46477583.260450","8.972666","22.382290"
"04/01/1999","1999","April","Butane","Alberta","PADD II","Total","823.000000","5176.505400","70662.600000","47507.462670","8.585978","21.851123"
"04/01/1999","1999","April","Butane","Alberta","PADD II","Railway","823.000000","5176.505400","70662.600000","47507.462670","8.585978","21.851123"
"04/01/1999","1999","April","Butane","Alberta","PADD IV","Total","5952.000000","37436.889600","604636.100000","406505.378490","10.158536","25.853249"
"04/01/1999","1999","April","Butane","Alberta","PADD IV","Railway","5952.000000","37436.889600","604636.100000","406505.378490","10.158536","25.853249"
"04/01/1999","1999","April","Butane","Alberta","PADD V","Railway","11812.000000","74295.117600","1366612.400000","918792.792770","11.569695","29.444617"
"04/01/1999","1999","April","Butane","Alberta","PADD V","Total","11812.000000","74295.117600","1366612.400000","918792.792770","11.569695","29.444617"
"04/01/1999","1999","April","Butane","Alberta","Total","Total","18587.000000","116908.512600","2041911.100000","1372805.633930","10.985694","27.958347"
"04/01/1999","1999","April","Butane","Alberta","Total","Railway","18587.000000","116908.512600","2041911.100000","1372805.633930","10.985694","27.958347"
"04/01/1999","1999","April","Butane","British Columbia","PADD IV","Railway","1044.000000","6566.551200","106488.000000","71593.384420","10.200000","25.958770"
"04/01/1999","1999","April","Butane","British Columbia","PADD IV","Total","1044.000000","6566.551200","106488.000000","71593.384420","10.200000","25.958770"
"04/01/1999","1999","April","Butane","British Columbia","PADD V","Total","3565.000000","22423.137000","345484.300000","232273.967990","9.691004","24.663388"
"04/01/1999","1999","April","Butane","British Columbia","PADD V","Railway","3565.000000","22423.137000","345484.300000","232273.967990","9.691004","24.663388"
"04/01/1999","1999","April","Butane","British Columbia","Total","Railway","4609.000000","28989.688200","451972.300000","303867.352410","9.806298","24.956809"
"04/01/1999","1999","April","Butane","British Columbia","Total","Total","4609.000000","28989.688200","451972.300000","303867.352410","9.806298","24.956809"
